security_code,issuer_name,security_id,security_name,status,group,face_value,isin_no,instrument,load_date,source,data_source
503691,Sahara One Media And Entertainment Limited,SAHARA,Sahara One Media & Entertainment Ltd,Suspended,Z,10.0,INE479B01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503693,Solitaire Investments Co. Ltd.,SOLITIN,Solitaire Investments Company Ltd,Delisted,P,10.0,INE416G01017,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503696,Shreenath Investments Co. Ltd.,SHRENTI,Shreenath Investment Company Ltd,Active,XT,10.0,INE475V01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503699,Geodesic  Ltd.,GEODESIC,Geodesic Ltd,Delisted,XT,2.0,INE371D01029,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503722,Banswara Syntex Ltd.,BANSWRAS,Banswara Syntex Ltd,Active,B,5.0,INE629D01020,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503749,Apr Ltd.,APR,Apr Ltd,Delisted,B,10.0,INE193A01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503772,Modella Woollens Ltd.,MODWOOL,Modella Woollens Ltd,Active,X,10.0,INE380D01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503776,Modipon Ltd.,MODIPON,Modipon Ltd,Active,XT,10.0,INE170C01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503780,Nrc Limited,NRC,Nrc Ltd,Delisted,Z,10.0,INE953C01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503796,Digjam Ltd,DIGJAM,Digjam Ltd,Delisted,B,10.0,INE471A01023,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503800,Shree Synthetics Ltd.,SHREESYN,Shree Synthetics Ltd,Delisted,B,10.0,INE872B01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503804,Shri Dinesh Mills Ltd.,SHRIDINE,Shri Dinesh Mills Ltd,Active,X,10.0,INE204C01024,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503806,Srf Ltd.,SRF,Srf Ltd,Active,A,10.0,INE647A01010,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503811,Siyaram Silk Mills Ltd.,SIYSIL,Siyaram Silk Mills Ltd,Active,B,2.0,INE076B01028,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503816,Swadeshi Polytex Ltd.,SWADPOL,Swadeshi Polytex Ltd,Active,X,1.0,INE243N01029,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503823,Birla Transasia Carpets Ltd.,BIRLATR,Birla Transasia Carpets Ltd,Suspended,Z,10.0,INE646O01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503831,Fomento Resorts & Hotels Ltd.,FOMEHOT,Fomento Resorts & Hotels Ltd,Delisted,X,10.0,INE241E01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503837,Shree Rajasthan Syntex Ltd.,SHRAJSYNQ,Shree Rajasthan Syntex Ltd,Active,XT,10.0,INE796C01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503861,"Jaipur Polyspin Ltd.,",JAIPURPO,Jaipur Polyspin Ltd,Delisted,T,10.0,INE916B01017,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503863,Shree Manufacturing Co. Ltd.,SHRMFGC,Shree Manufacturing Company Ltd,Active,X,10.0,INE632A01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503873,Priyadarshini Spinning Mills Ltd.,PRIYADSP,Priyadarshini Spinning Mills Ltd,Delisted,Z,10.0,INE165C01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503881,Hind Syntex Ltd.,HINDSYNTEX,Hind Syntex Ltd,Delisted,Z,10.0,INE155B01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503893,Satyam Silk Mills Ltd,ZSATYASL,Satyam Silk Mills Ltd,Active,XT,10.0,INE07MC01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503897,Arihant Industries  Ltd.,ARIHANTIND,Arihant Industries Ltd,Delisted,Z,10.0,INE332C01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503899,Oxemberg Apparels Ltd.,OXEM BAP,Oxemberg Apparels Ltd,Delisted,P,10.0,INE583O01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503940,Asian Electronics Ltd.,ASIANELEC,Asian Electronics Ltd,Delisted,Z,5.0,INE441A01026,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503960,Bharat Bijlee Ltd.,BBL,Bharat Bijlee Ltd,Active,A,5.0,INE464A01036,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503968,Ctr Manufacturing Industries Ltd.,CTRMFG,Ctr Manufacturing Industries Ltd,Delisted,Z,100.0,INE372G01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
503978,Digital Electronics Ltd.,ZDIGIELE,Digital Electronics Ltd,Delisted,ZP,10.0,INE053N01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504000,Elpro International Ltd.,ELPROINTL,Elpro International Ltd,Active,B,1.0,INE579B01039,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504008,Emco Ltd.,EMCO,Emco Ltd,Delisted,Z,2.0,INE078A01026,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504028,Gee Ltd.,GEE,Gee Ltd,Active,XT,2.0,INE064H01021,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504036,Hind Rectifiers Ltd.,HIRECT,Hind Rectifiers Ltd,Active,B,2.0,INE835D01023,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504058,Indo National Limited,NIPPOBATRY,Indo National Ltd,Active,B,5.0,INE567A01028,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504060,Industrial Cables (India) Ltd.,INDSCBL,Industrial Cables India Ltd,Delisted,Z,10.0,INE510J01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504067,Zensar Technologies Ltd.,ZENSARTECH,Zensar Technologies Ltd,Active,A,2.0,INE520A01027,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504076,Jyoti Ltd.,JYOTI,Jyoti Ltd,Active,X,10.0,INE511D01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504080,Jsl Industries Ltd.,JSLINDL,Jsl Industries Ltd,Active,X,10.0,INE581L01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504084,Kaycee Industries Ltd.,KAYCEEI,Kaycee Industries Ltd,Active,X,10.0,INE813G01023,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504092,Indokem Ltd,INDOKEM,Indokem Ltd,Active,B,10.0,INE716F01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504093,Panasonic Energy India Co. Ltd.,PANAENERG,Panasonic Energy India Company Ltd,Active,X,10.0,INE795A01017,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504112,Nelco Ltd,NELCO,Nelco Ltd,Active,B,10.0,INE045B01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504130,"Otis Elevator Co. (India) Ltd.,",OTISEDM,Otis Elevator Company (India) Ltd,Delisted,B,10.0,INE099A01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504132,Permanent Magnets Ltd.,PERMAGN,Permanent Magnets Ltd,Active,X,10.0,INE418E01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504176,High Energy Batteries (India) Ltd.,HIGHENE,High Energy Batteries India Ltd,Active,X,2.0,INE783E01023,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504180,Standard Batteries Ltd.,STDBAT,Standard Batteries Ltd,Active,X,1.0,INE502C01039,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504212,Universal Cables Ltd.,UNIVCABLES,Universal Cables Ltd,Active,B,10.0,INE279A01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504220,W.S. Industries (India) Ltd.,WSI,W. S. Industries (India) Ltd,Active,B,10.0,INE100D01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504227,Willard India Ltd.,WILLARD,Willard India Ltd,Suspended,XT,10.0,INE481D01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504240,Delton Cables Ltd.,DLTNCBL,Delton Cables Ltd,Active,X,10.0,INE872E01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504250,Fci Oen Connectors Ltd.,FCIOEN,Fci Oen Connectors Ltd,Delisted,B,10.0,INE669B01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504256,Deltron Ltd,DELTRON,Deltron Ltd,Suspended,P,10.0,INE272R01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504258,Lakshmi Electrical Control Systems,LAKSELEC,Lakshmi Electrical Control Systems Ltd,Active,X,10.0,INE284C01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504269,Khaitan Electricals Ltd,KHAITANELE,Khaitan Electricals Ltd,Delisted,Z,10.0,INE761A01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504273,Modulex Construction Technologies Limited,MODULEX,Modulex Construction Technologies Ltd,Active,Z,10.0,INE064R01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504278,"Punjab Anand Lamp Industries Ltd.,",PUALIDM,Punjab Anand Lamp Industries Ltd,Delisted,B,10.0,INE276B01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504286,Delta Manufacturing Limited,DELTAMAGNT,Delta Manufacturing Ltd,Active,B,10.0,INE393A01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504288,Polar Industries Ltd,POLARIND,Polar Industries Ltd,Delisted,T,10.0,INE057B01010,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504290,Tata Infotech Limited.,TATAINFOTE,Tata Infotech Ltd,Delisted,B,10.0,INE194A01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504335,Pazel International Limited,PAZEL,Pazel International Ltd,Delisted,Z,1.0,INE040N01029,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504336,Indtradeco Ltd.,INTRA,Ind Tra Deco Ltd,Delisted,XT,1.0,INE853B01020,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504340,Longspur International Ventures Limited,LONGSPUR,Longspur International Ventures Ltd,Active,X,10.0,INE180M01033,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504341,Ravindra Energy Limited,RELTD,Ravindra Energy Ltd,Active,B,10.0,INE206N01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504345,Sam Leaseco Ltd.,SAMLEPU,Sam Leaseco Ltd,Delisted,XT,1.0,INE368N01024,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504346,Rrp Semiconductor Limited,RRP,Rrp Semiconductor Ltd,Suspended,X,10.0,INE713N01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504351,Empower India Limited,EMPOWER,Empower India Ltd,Active,T,1.0,INE507F01023,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504353,Titan Trading & Agencies Ltd.,ZTITANTR,Titan Trading & Agencies Ltd,Delisted,T,10.0,INE353F01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504356,Multipurpose Trading & Agencies Ltd,ZMULTIPU,Multipurpose Trading & Agencies Ltd,Active,XT,10.0,INE017P01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504358,Turbotech Engineering Ltd.,TURBO,Turbotech Engineering Ltd,Delisted,XT,10.0,INE764M01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504360,Remi Sales & Engineering Ltd.,REMISIN,Remi Sales & Engineering Ltd,Delisted,XT,10.0,INE130I01010,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504362,Siyaram Poddar Finance & Trading Lt,ZSIYARPO,Siyaram Poddar Finance & Trading Ltd,Delisted,P,10.0,INE232P01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504365,Ridhi Synthetics Ltd.,RIDHISYN,Ridhi Synthetics Ltd,Active,XT,10.0,INE07LK01010,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504367,Champion Finsec Limited,CHAMPFIN,Champion Finsec Ltd,Delisted,Z,10.0,INE815H01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504369,Grandma Trading & Agencies Ltd.,GRANDMA,Grandma Trading & Agencies Ltd,Active,X,1.0,INE927M01029,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504370,Ardi Alliances Limited,ARDIALL,Ardi Alliances Ltd,Active,XT,10.0,INE0LKP01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504375,Idream Film Infrastructure Company Limited,IDREAM,Idream Film Infrastructure Company Ltd,Active,P,10.0,INE459E01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504378,Nyssa Corporation Limited,NYSSACORP,Nyssa Corporation Ltd,Active,X,1.0,INE812K01027,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504380,Flomic Global Logistics Limited,FLOMIC,Flomic Global Logistics Ltd,Active,X,10.0,INE952M01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504382,Simplex Trading & Agencies Ltd.,SMPLXTR,Simplex Trading & Agencies Ltd,Delisted,XT,10.0,INE518H01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504389,Balgopal Holding & Traders Ltd.,ZBALGHOL,Balgopal Holding & Traders Ltd,Delisted,P,10.0,INE243P01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504390,Avtil Enterprise Limited,AVTIL,Avtil Enterprise Ltd,Delisted,XT,10.0,INE292N01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504392,Krishna Ventures Limited,KRISHNA,Krishna Ventures Ltd,Active,XT,10.0,INE537L01010,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504397,Ganesh Holding Ltd.,GANHOLD,Ganesh Holdings Ltd,Active,XT,10.0,INE932M01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504398,Sj Corporation Limited,SJCORP,Sj Corporation Ltd,Active,XT,1.0,INE312B01027,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504580,"Madras Aluminium Co. Ltd.,",MALCO,Madras Aluminium Company Ltd,Delisted,B,2.0,INE223B01026,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504601,Haryana Steel & Alloys Ltd.,HARSTEEL,Haryana Steel & Alloys Ltd,Delisted,XD,10.0,INE567C01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504605,Uni-Abex Alloy Products Ltd.,UNIABEXAL,Uni Abex Alloy Products Ltd,Active,XT,10.0,INE361D01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504614,Sarda Energy & Minerals Ltd,SARDAEN,Sarda Energy & Minerals Ltd,Active,A,1.0,INE385C01021,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504629,Anil Special Steel Industries Ltd,ANILSPL,Anil Special Steel Industries Ltd,Delisted,Z,10.0,INE904B01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504643,Bwl Limited,BWLLTD,Bwl Ltd,Suspended,Z,10.0,INE1LKO01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504646,Bhagwati Autocast Limited,BGWTATO,Bhagwati Autocast Ltd,Active,X,10.0,INE106G01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504648,Bombay Wire Ropes Ltd.,BOMBWIR,Bombay Wire Ropes Ltd,Active,X,1.0,INE089T01023,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504673,Universal Prime Aluminium Ltd,UNIVPRIM,Universal Prime Aluminium Ltd,Delisted,XT,10.0,INE621D01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504697,Galada Power & Communication Ltd.,GALADA,Galada Power & Telecommunication Ltd,Active,XT,10.0,INE255C01026,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504701,Gontermann Peipers (India) Ltd.,GONTER,Gontermann Peipers India Ltd,Suspended,Z,10.0,INE530A01026,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504704,Gkw Ltd.,GKW,Gkw Ltd,Delisted,B,10.0,INE528A01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504713,Hindustan Wires Ltd.,HINDWRS,Hindustan Wires Ltd,Delisted,XT,10.0,INE075C01010,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504717,Steel Strips Ltd.,STRIPMT,Steel Strips Ltd,Delisted,XT,10.0,INE01RN01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504731,Azad India Mobility Limited,AZADIND,Azad India Mobility Ltd,Active,X,10.0,INE566M01017,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504741,Indian Hume Pipe Co. Ltd.,INDIANHUME,Indian Hume Pipe Company Ltd,Active,B,2.0,INE323C01030,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504746,Indian Link Chain Mnfrs. Ltd.,INLCM,Indian Link Chain Manufacturers Ltd,Active,X,10.0,INE359D01024,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504754,"Indian Seamless Metal Tubes Ltd.,",INSMT,Insmt,Delisted,Z,10.0,INE501B01017,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504786,Investment & Precision Castings Ltd,INVPRECQ,Investment & Precision Castings Ltd,Active,B,10.0,INE155E01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504807,Summit Securities Limited,SUMMITSEC,Summit Securities Ltd,Delisted,B,10.0,INE852A01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504810,Informed Technologies India Ltd.,INFORTEC,Informed Technologies India Ltd,Active,X,10.0,INE123E01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504823,Mahindra Ugine Steel Co. Ltd.,MAHINDUGIN,Mahindra Ugine Steel Company Ltd,Delisted,B,10.0,INE850A01010,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504824,Maharashtra Elecktrosmelt Ltd.,MAHELEK,Maharashtra Elektrosmelt Ltd,Delisted,T,10.0,INE400E01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504840,Kaira Can Co. Ltd.,KAIRA,Kaira Can Company Ltd,Active,X,10.0,INE375D01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504864,Orissa Sponge Iron And Steel Limited,ORISSASP,Orissa Sponge Iron & Steel Ltd,Suspended,Z,10.0,INE228D01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504879,Orient Ceratech Limited,ORIENTCER,Orient Ceratech Ltd,Active,B,1.0,INE569C01020,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504882,National Standard (India) Limited,NATIONSTD,National Standard (India) Ltd,Active,B,10.0,INE166R01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504888,Nahar International Ltd,NAHARINT,Nahar International Ltd,Delisted,T,10.0,INE360A01010,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504896,Rathi Ispat Ltd.,RATHISPA,Rathi Ispat Ltd,Delisted,XD,10.0,INE235D01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504903,Rathi Steel & Power Ltd,RATHIST,Rathi Steel & Power Ltd,Active,X,10.0,INE336C01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504908,Duncan Engineering Limited,DUNCANENG,Duncan Engineering Ltd,Active,X,10.0,INE340F01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504918,Sandur Manganese & Iron Ores Ltd.,SANDUMA,Sandur Manganese & Iron Ores Ltd,Active,B,10.0,INE149K01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504920,Jhagadia Copper Limited,JHAGCOP,Jhagadia Copper Ltd,Delisted,XT,10.0,INE666A01028,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504959,Stovec Industries Ltd.,STOVACQ,Stovec Industries Ltd,Active,X,10.0,INE755D01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504960,Stewarts & Lloyds Of India Ltd.,STEWARTQ,Stewarts & Lloyds Of India Ltd,Suspended,XT,10.0,INE356D01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504961,Tayo Rolls Ltd.,TATAYODOGA,Tayo Rolls Ltd,Suspended,X,10.0,INE895C01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504966,Tinplate Company Of India Ltd.,TINPLATE,Tinplate Company Of India Ltd,Delisted,B,10.0,INE422C01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504973,Cholamandalam Financial Holdings Limited,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,Active,A,1.0,INE149A01033,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504988,Welcast Steels Ltd.,ZWELCAST,Welcast Steels Ltd,Active,X,10.0,INE380G01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504991,Vidarbha Iron & Steel Corpn. Ltd.,VIDIRMT,Vidarbha Iron & Steel Corporation Ltd,Delisted,ZP,10.0,INE392D01017,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504997,Bhoruka Steel & Services Ltd.,BHRKSTSER,Bhoruka Steel & Services Ltd,Delisted,Z,1.0,INE152I01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
504998,Western Ministil Ltd.,WMINIMT,Western Ministil Ltd,Active,P,10.0,INE187U01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505010,Automotive Axles Ltd.,AUTOAXLES,Automotive Axles Ltd,Active,B,10.0,INE449A01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505029,Atlas Cycles (Haryana) Ltd.,ATLASCYCLE,Atlas Cycles (Haryana) Ltd,Active,B,5.0,INE446A01025,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505032,Automobile Products Of India Ltd.,AUTOPRD,Automobile Products Of India Ltd,Active,XT,1.0,INE0NY101012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505036,Automobile Corpn. Of Goa Ltd.,ACGL,Automobile Corporation Of Goa Ltd,Active,B,10.0,INE451C01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505052,Clutch Auto Ltd.,CLUTCHAUTO,Clutch Auto Ltd,Delisted,Z,10.0,INE779B01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505075,Setco Automotive Limited,SETCO,Setco Automotive Ltd,Active,T,2.0,INE878E01021,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505100,India Radiators Ltd.,INRADIA,India Radiators Ltd,Suspended,XT,10.0,INE461Y01016,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505141,Scooters India Ltd.,SCOOTER,Scooters India Ltd,Delisted,B,10.0,INE959E01011,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505155,San Engineering & Locomotive Co. Lt,SANENG,San Engineering & Locomotive Company Ltd,Delisted,T,10.0,INE031H01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505160,Talbros Automotive Components Ltd.,TALBROAUTO,Talbros Automotive Components Ltd,Active,B,2.0,INE187D01029,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505163,Z.F. Steering Gear (India) Limited,ZFSTEERING,Zf Steering Gear India Ltd,Active,B,10.0,INE116C01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505185,Bosch Chassis Systems India Limited,BOSCHCHAS,Bosch Chassis Systems India Ltd,Delisted,B,10.0,INE053B01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505190,Kinetic Motor Co. Ltd,KINETIC,Kinetic Motor Company Ltd,Delisted,B,10.0,INE267B01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505192,Sml Mahindra Limited,SMLMAH,Sml Mahindra Ltd,Active,B,10.0,INE294B01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505196,Til Ltd.,TIL,Til Ltd,Active,B,10.0,INE806C01018,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505200,Eicher Motors Ltd.,EICHERMOT,Eicher Motors Ltd,Active,A,1.0,INE066A01021,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505212,Jainex Aamcol Ltd.,JAINEX,Jainex Aamcol Ltd,Active,X,10.0,INE280F01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505216,Alfred Herbert (India) Ltd.,ALFREDHE,Alfred Herbert India Ltd,Active,X,10.0,INE782D01027,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505230,Cimmco Ltd,CIMMCO,Cimmco Ltd,Delisted,B,10.0,INE184C01028,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505232,Veljan Denison Limited,VELJAN,Veljan Denison Ltd,Active,B,10.0,INE232E01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505242,Dynamatic Technologies Ltd.,DYNAMATECH,Dynamatic Technologies Ltd,Active,B,10.0,INE221B01012,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505250,G. G. Dandekar Properties Limited,GGDPROP,G. G. Dandekar Properties Ltd,Active,X,1.0,INE631D01026,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505252,Tata Construction & Projects Ltd.,TATCP,Tata Construction & Projects Ltd,Delisted,Z,10.0,INE312D01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505255,Gmm Pfaudler Ltd.,GMMPFAUDLR,Gmm Pfaudler Ltd,Active,A,2.0,INE541A01023,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505283,Kirloskar Pneumatic Co.Ltd.,KIRLPNU,Kirloskar Pneumatic Company Ltd,Active,A,2.0,INE811A01020,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505285,Tulive Developers Limited,TULIVE,Tulive Developers Ltd,Suspended,XT,10.0,INE637D01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505299,Kpt Industries Limited,KPT,Kpt Industries Ltd,Active,X,5.0,INE731D01024,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505302,Lakshmi Engineering And Warehousing Limited,LAKSHMIEW,Lakshmi Engineering And Warehousing Ltd,Active,X,100.0,INE718M01022,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505320,Lynx Machinery & Commercials Ltd.,LYNMC,Lynx Machinery & Commercials Ltd,Suspended,XT,10.0,INE732D01014,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505324,Manugraph India Ltd,MANUGRAPH,Manugraph India Ltd,Active,T,2.0,INE867A01022,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505336,Harshil Agrotech Limited,HARSHILAGR,Harshil Agrotech Ltd,Active,XT,1.0,INE098E01026,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505343,Monotype India Ltd.,MONOT,Monotype India Ltd,Active,X,1.0,INE811D01024,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505355,Nesco Ltd,NESCO,Nesco Ltd,Active,B,2.0,INE317F01035,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505358,Integra Engineering India Ltd.,INTEGRAEN,Integra Engineering India Ltd,Active,XT,1.0,INE984B01023,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505366,Bosch Rexroth (India) Ltd.,BOSCHDM,Bosch Rexroth India Ltd,Delisted,B,10.0,INE294D01015,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505368,Semac Construction Limited,SEMAC,Semac Construction Ltd,Active,T,10.0,INE617A01013,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505397,Techno Electric & Engg. Co. Ltd.,TECHELE,Techno Electric And Engineering Company Ltd,Delisted,B,2.0,INE470B01023,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505400,Texmaco Infrastructure & Holdings Ltd,TEXINFRA,Texmaco Infrastructure & Holdings Ltd,Active,B,1.0,INE435C01024,Equity,2026-07-03 22:20:52.856832,BSE,BSE
505412,Wendt (India) Ltd.,WENDT,Wendt (India) Ltd,Active,B,10.0,INE274C01019,Equity,2026-07-03 22:20:52.856832,BSE,BSE
